STATE,RESIDENTIAL,GENDER,AGE,WEIGHT (kg),HEIGHT (cm),BMI (kg/m2),CLASS (BMI),POWER (cm),SPEED (sec),FLEXIBILITY (cm),COORDINATION (no.)
SELANGOR,RURAL,M,7,17.7,121,12.1,SEVERE THINNESS,96,4.85,26.5,1
SELANGOR,RURAL,M,7.1,16,113,12.5,THINNESS,94,5.15,28,1
SELANGOR,RURAL,M,7.1,29.5,126,18.6,OVERWEIGHT,81,3.1,28.5,9
SELANGOR,RURAL,M,7.1,24.7,126,15.6,NORMAL,113,5.13,31,1
SELANGOR,RURAL,M,7,19,114,14.6,NORMAL,96,5.25,27,2
SELANGOR,RURAL,M,7.1,20.7,116,15.4,NORMAL,85,4.9,24,4
SELANGOR,RURAL,M,7.1,23,119,16.2,NORMAL,88,4.98,27,10
SELANGOR,RURAL,M,7.1,22,123,14.5,NORMAL,152,4.45,30,8
SELANGOR,RURAL,M,7.1,42.8,124.9,27.4,OBESITY,64,5.6,26,6
SELANGOR,URBAN,M,7,30.08,125.7,19,OBESITY,63,5.35,18,9
SELANGOR,RURAL,M,7.1,23,118,16.5,NORMAL,76,4.78,26,2
SELANGOR,RURAL,M,7.1,21,120,14.6,NORMAL,131,3.93,29,7
SELANGOR,RURAL,M,7,17,115.4,12.8,THINNESS,104,5.42,25,1
SELANGOR,URBAN,M,7,22.11,119,15.6,NORMAL,100,5.84,27,1
SELANGOR,RURAL,M,7.1,30,123,19.8,OBESITY,93,5.2,26,7
SELANGOR,URBAN,M,7,21,115,15.9,NORMAL,129,4.23,33,4
SELANGOR,URBAN,M,7.1,19,114,14.6,NORMAL,132,5.17,34,8
SELANGOR,URBAN,M,7.1,20.9,113.6,16.2,NORMAL,122,4.67,25,9
SELANGOR,URBAN,M,7.1,24.6,117,18,OVERWEIGHT,80,4.84,21,1
SELANGOR,RURAL,M,7.1,19,116.1,14.1,NORMAL,120,4.75,26,5
SELANGOR,RURAL,M,7,17.2,117,12.6,THINNESS,144,5.23,21,3
SELANGOR,URBAN,M,7.1,17,110,14,NORMAL,116,5.3,26,1
SELANGOR,URBAN,M,7,18.3,110.5,15,NORMAL,86,5.29,24,4
SELANGOR,RURAL,M,7.1,15.9,117,11.6,SEVERE THINNESS,95,5.5,29,5
SELANGOR,URBAN,M,7.1,22,122,14.8,NORMAL,76,5.03,23.5,1
SELANGOR,URBAN,M,7,23,124,15,NORMAL,64,6.6,26.5,1
SELANGOR,URBAN,M,7,21,122,14.1,NORMAL,90,8.28,22,2
SELANGOR,RURAL,M,7.1,21,112,16.7,NORMAL,76,5.67,24,1
SELANGOR,URBAN,M,7.1,28.5,129.5,17,NORMAL,57,5.41,19,2
SELANGOR,URBAN,M,7.1,25,121.5,16.9,NORMAL,85,5.42,30,4
SELANGOR,RURAL,M,7.1,20,116,14.9,NORMAL,89,4.56,24,2
TERENGGANU,URBAN,M,7,20,120,13.9,NORMAL,127,3.87,30,8
TERENGGANU,RURAL,M,7.1,20,114,15.4,NORMAL,132,4.26,33,6
TERENGGANU,URBAN,M,7.1,29.2,123,19.3,OBESITY,137,4.22,27,7
TERENGGANU,RURAL,M,7.1,18.2,114.5,13.9,NORMAL,135,4.39,27.5,7
TERENGGANU,URBAN,M,7.1,18.4,112.1,14.6,NORMAL,144,4.62,28.5,7
TERENGGANU,URBAN,M,7.1,20.5,122,13.8,NORMAL,102,4.39,34.5,6
TERENGGANU,URBAN,M,7,19.3,116,14.3,NORMAL,116,4.34,27,7
TERENGGANU,RURAL,M,7,31,124,20.2,OBESITY,141,5.03,29.5,7
TERENGGANU,URBAN,M,7,19.9,114,15.3,NORMAL,106,4.59,31,6
TERENGGANU,RURAL,M,7.1,17.09,117,12.5,THINNESS,107,5.03,32,8
TERENGGANU,URBAN,M,7.1,19.49,114.5,14.9,NORMAL,123,5,34,3
TERENGGANU,RURAL,M,7,19,120.1,13.2,NORMAL,114,4.22,24.5,5
TERENGGANU,URBAN,M,7.1,20.3,117,14.8,NORMAL,100,4.16,32.5,1
TERENGGANU,RURAL,M,7.1,17,110,14,NORMAL,110,4.75,29.5,5
TERENGGANU,RURAL,M,7.1,40.5,124,26.3,OBESITY,107,5.42,33.5,7
TERENGGANU,RURAL,M,7,17.4,112.8,13.7,NORMAL,105,5.17,31.5,6
TERENGGANU,URBAN,M,7.1,18,112,14.3,NORMAL,118,4.97,23.5,8
TERENGGANU,RURAL,M,7.1,16,107,14,NORMAL,133,5.16,27,5
TERENGGANU,URBAN,M,7,16,107,14,NORMAL,95,5.22,31,8
TERENGGANU,URBAN,M,7,23.2,116.4,17.1,OVERWEIGHT,124,4.94,18.5,8
TERENGGANU,URBAN,M,7,21.9,124,14.2,NORMAL,113,4.75,20.5,7
TERENGGANU,RURAL,M,7,18.09,111,14.7,NORMAL,108,5.16,28,4
TERENGGANU,RURAL,M,7.1,18,108,15.4,NORMAL,107,4.68,26.5,1
TERENGGANU,RURAL,M,7.1,20.6,117,15,NORMAL,106,5.23,28.5,4
TERENGGANU,URBAN,M,7.1,19,112.6,15,NORMAL,128,5.43,27.5,1
TERENGGANU,RURAL,M,7,31.8,131,18.5,OVERWEIGHT,88,4.75,28,2
TERENGGANU,RURAL,M,7,17.01,113,13.3,NORMAL,119,4.94,24,1
TERENGGANU,URBAN,M,7,26.4,123,17.4,OVERWEIGHT,95,5.27,27,5
TERENGGANU,RURAL,M,7,18,118,12.9,THINNESS,120,5,24,1
TERENGGANU,RURAL,M,7.1,19,113,14.9,NORMAL,100,4.93,24.5,2
TERENGGANU,RURAL,M,7.1,17,111.9,13.6,NORMAL,108,5.12,25,1
TERENGGANU,RURAL,M,7,33.1,121,22.6,OBESITY,74,4.97,27,3
TERENGGANU,URBAN,M,7.1,17.8,114.5,13.6,NORMAL,96,5.44,27,3
TERENGGANU,URBAN,M,7.1,18.6,110.5,15.2,NORMAL,102,5,22.5,2
TERENGGANU,URBAN,M,7,21.6,121,14.8,NORMAL,83,5.22,27,3
TERENGGANU,RURAL,M,7.1,23.01,112.8,18.1,OVERWEIGHT,98,5.88,13,7
TERENGGANU,RURAL,M,7.1,20,114,15.4,NORMAL,89,6,24,6
TERENGGANU,RURAL,M,7,24,123,15.9,NORMAL,91,5.12,23,4
TERENGGANU,RURAL,M,7,20,120.5,13.8,NORMAL,77,5.61,23,6
TERENGGANU,RURAL,M,7.1,23,115.5,17.2,OVERWEIGHT,96,5.22,25,1
TERENGGANU,URBAN,M,7,17,114.8,12.9,THINNESS,91,5.34,23,3
TERENGGANU,URBAN,M,7,24,111.4,19.3,OBESITY,82,8.01,28,1
TERENGGANU,RURAL,M,7.1,15,113,11.7,SEVERE THINNESS,101,5.47,14,1
TERENGGANU,URBAN,M,7.1,29,123.1,19.1,OBESITY,75,5.19,22.5,1
TERENGGANU,RURAL,M,7.1,14.5,110.7,11.8,SEVERE THINNESS,74,6.1,25,1
TERENGGANU,RURAL,M,7.1,15,104,13.9,NORMAL,80,5.09,17,1
